country,description,name,price,province,region,variety,winery
US,"An unidentified mix of Cabernet Sauvignon and Merlot sourced from throughout the county, this is a smoky, leathery expression of sanguine black and red fruit that's approachable and easygoing. The finish has a bittersweet note of chicory.",Mountain CuvÌ©e,20,California,Sonoma County,Bordeaux-style Red Blend,Gundlach Bundschu
US,"While spry and dry in style, fragrant apricot and orange blossom notes lend flair to this light-bodied wine. Tangerine acidity is bright and concentrated on the palate, leading to a swift, pert finish.",Hobbit Hollow Farm Dry,20,New York,Finger Lakes,Riesling,Heron Hill
US,"Coming from the cool 2011 vintage this wine offers a blue-fruit profile seldom seen in the state for this variety along with notes of chocolate and coffee. It's elegantly styled with a soft feel, trailing toward the finish.",Cold Creek Vineyard,28,Washington,Columbia Valley (WA),Merlot,Chateau Ste. Michelle
US,"Fresh apple aromas and lively citrus flavors make a good combination in this light-bodied, tangy-textured wine. It tastes slightly rounded with sweetness, but comes off clean, crisp and appetizing. The two main components are SÌ©millon and Chardonnay, with dashes of Sauvignon Blanc and Orange Muscat.",The Whip,22,California,Livermore Valley,White Blend,Murrieta's Well
US,"This offers an intriguing mix of ripe Golden Delicious apples and a strong alkalinity characterized by crushed chalk. The palate holds tight to a lime-pith line, proving racy and lean, with just a drizzle of honey. It would be great with shellfish.",Estate,28,California,Santa Clara Valley,Roussanne,Sarah's Vineyard
US,The alcohol‰ÛÓ19% as labeled‰ÛÓshows prominently on the aromas of this 88% Touriga Nacional and 12% Sauzao single-vineyard wine from Lonesome Springs Ranch Vineyard. Sweet chocolate and dark fruit flavors offer plenty of appeal.,Port,40,Washington,Yakima Valley,Touriga Nacional,Patterson
US,"Medium in weight, this offers a richness of plum and medium acidity surrounded by sizable tannin and oak. Cherry, dark currant and leather round out the characteristics, the wine aged in both French and American oak. The price is nice.",Three Vineyards,18,California,Dry Creek Valley,Cabernet Sauvignon,Pedroncelli
Spain,"Charred, earthy black-fruit aromas are smoky and power-packed. This feels full yet balanced, with freshness and strong tannins. Ripe berry, prune and oak-spice flavors finish with a note of vanilla and length. For a Crianza from a tough vintage, this is commendable.",Crianza,15,Northern Spain,Rioja,Tempranillo,Palacio del Burgo
Spain,"Widely available Rioja Crianzas don't come much better than this. An opening of raspberry and strawberry aromas backed by direct cherry, raspberry and red-plum flavors render this all about fruit and freshness.",Crianza,20,Northern Spain,Rioja,Tempranillo Blend,Rioja Vega
US,"This is a richer take on the grape, with aromas of baked cherries, pie crust, allspice, nutmeg and a touch of bacon fat. The palate is quite juicy, accessible and action-packed, with roasted pork, cherry jelly, blackberry jam, star anise and baking spice flavors deep into the finish.",Anna's Vineyard Reserve,50,California,Adelaida District,MourvÌ¬dre,Adelaida Cellars
France,"With some firm structure behind the red fruits, this wine will have a good future. A dry core sustained by the acidity is waiting to burst out and give a ripe, fruity while always fresh wine. Drink from 2018.",Clos du Roy Premier Cru,56,Burgundy,Mercurey,Pinot Noir,Domaine Faiveley
US,"From the vineyard once known as Alisos comes this wine, with aromas of soft clove, red cherry and a touch of sage. A strong ginger spice reigns over the palate, which is bitingly acidic, and shows dark strawberry fruit and dark thyme herbs. This wine is still quite wound up, but that acidity will prove mouthwatering for years to come.",Flower & VIne,42,California,Santa Barbara County,Grenache,Casa Dumetz
US,"Winemakers Mikey Giugni and Michael Brughelli are the first to admit that this is an odd style of wine, but people are digging the pÌ©t-nat style. Aromas of sour apple, grass and passion fruit arise while the palate's very tight, bubbles unleash exotic tropical fruits like green papaya and green banana.",Amuse Shandon Hills Vineyard Methode Ancestrale,28,California,Central Coast,Chardonnay,Scar of the Sea
France,"With a little airing, this wakes up to reveal dark red cherries held in a taut and firm body that nonetheless has a generous core. There is some gentle grip and frank, firm acidity. It's a very honest wine without any baroque frills‰ÛÓbut bags of forthright appeal.",Les Terres Rouges,35,Alsace,Alsace,Pinot Noir,Boeckel
France,"This is a tight, fruity wine with high levels of acidity. That is certainly typical of the vintage and brings out very young red currant and berry fruit flavors. Even though the tannins are light, the wine is definitely one to age, so should not be drunk before 2020.",Les Teurons Premier Cru,70,Burgundy,Beaune,Pinot Noir,Nicolas Potel
US,"Quince, lemon peel and honeydew make for compatible bedfellows in this no-oak white, which is light and inviting on the palate, with more underlying herbal flourishes than it first lets on. Dry and daring, it'll pair well with all manner of fresh seafood.",Redwood Ranch,25,California,Alexander Valley,Sauvignon Blanc,Ousterhout
US,"Tonella has 16% Merlot within, from the estate vineyard around the winery. Cedar, currant and dried herb greet the nose and palate before allowing chalky, dusty tannin to season layers of chocolate and black cherry, staying structured and bright from start to finish.",Tonella Vineyard,90,California,Rutherford,Cabernet Sauvignon,Sequoia Grove
US,"Dark gold in color, this wine was whole-cluster pressed and fermented for a lengthy six months, providing for a luxuriousness of stone fruit and melon dripping in honey and caramel. It's ripe and fleshy, with a slight voluptuousness. Aged in 50% new French oak for 17 months.",Buena Tierra Vineyard,45,California,Russian River Valley,Chardonnay,Sleeping Giant
US,"Orange blossoms, night jasmine, ripe Pink Lady apples and a touch of bubblegum pop on the nose of this bottling from a coastal canyon vineyard behind Cambria. The palate shows a fine-tuned and textural grip, offering similar floral flavors as well as a botanical streak that shows a touch of pine needle and goes deep into the finish.",Estate,25,California,San Luis Obispo County,GewÌ?rztraminer,Stolo
France,"Lovely notes of Reineclaude plums play on the nose. The palate is soft but also has echoes of pebble and stone. Fluid and fresh, the wine even shows overtones of white blossom on the palate. It's a lovely, lasting and authentic expression of Alsace.",H Vieilles Vignes,45,Alsace,Alsace,Pinot Auxerrois,Josmeyer
France,"A certain faint spiciness hovers over everything, recalling honeysuckle. The textured palate is fresh and equally pepper-spiced. This has freshness and verve, a certain ease and tons of lemony crispness. If you wanted to hold a party to welcome summer, this would be the perfect wine.",Mise du Printemps,21,Alsace,Alsace,Pinot Blanc,Josmeyer
US,"This bright and fruity Beaujolais-style wine is as light and refreshing as a young wine can possibly be. It delivers a smile-inducing burst of strawberry and cherry fruit‰ÛÓround, ripe and juicy. You absolutely want to drink this sometime in 2016 while all that youthful energy remains.",Whole Cluster,22,Oregon,Willamette Valley,Pinot Noir,Willamette Valley Vineyards
US,"Winemaker Mike Mooney adds complexity with 16% Cabernet Sauvignon and 8% Merlot on this bottling, which shows blueberries, crushed black rocks and dark chocolate on the nose, but doesn't offer a lot of Cab Francness. The palate does offer some, however, with grippy tannins and dried oregano touches laid across rich black cherry, blueberry, fudge and espresso notes.",Signature Series,56,California,Paso Robles,Cabernet Franc,Chateau Margene
US,"Baked pears, tangerine oil and wet-cement minerality show on the nose of this rich yet balanced wine from one of the region's premiere sites. The palate shows Gala apples, honeysuckle and blood-orange rinds, blending ripeness with grippy tartness.",Rosella's Vineyard,40,California,Santa Lucia Highlands,Chardonnay,Loring Wine Company
US,"An estate-grown wine in its second vintage, this comes from the cooler-climate hills of the coast. This plush wine is dark brown in color and brimming in stinky earth‰ÛÓa rich, funky and concentrated expression that's herbal, spicy and shy in raspberry fruit.",Mardikian Estate Vineyard,85,California,Sonoma Coast,Pinot Noir,MacPhail
US,"Medium bodied and restrained on the palate, this wine offers a mix of caramelized lemon and Gravenstein apple. It ends lengthy with tastes of ginger and lemongrass that leave a refreshing finish.",Gavin Vineyard,24,California,Carneros,Chardonnay,Mahoney
US,"This wine has hints of cedar and coriander, a luxurious, velvety and appropriately tannic texture, and flavors that are ripe and delicious. Its personality seems confident, well balanced and well behaved, but strong and focused.","Estate Grown, Produced and Bottled",24,California,Sierra Foothills,Malbec,Naggiar
Italy,"Aromas of charred earth, toast, ground pepper, mature black-skinned fruit and espresso lead the nose. The big, ripe palate presents licorice, fleshy black cherry, clove and tobacco alongside a tannic backbone.",Riserva,85,Tuscany,Brunello di Montalcino,Sangiovese,Poggio Nardone
US,"This blend of 32% AlvarelhÌ£o, 31% SouzÌ£o, 24% Touriga and 13% Tinta CÌ£o shows baked black cherries, licorice, gingerbread, iron and smashed asphalt on the nose. The palate is soft and rich, with jammy cherry, blueberry and blackberry flavors eloquently spiced by clove, framed by silky tannins and cut with a welcome acidity.",Vintage,36,California,Paso Robles,Port,Robert Hall
US,"Intensely tropical aromas extend into the palate of this exuberantly ripe, fruity off-dry Riesling. Hibiscus-nectar sweetness intensifies luscious white peach and melon flavors, but is offset squarely by a dazzling streak of lemony acidity. It's juicy and satisfying through a long finish.",Second Spoke Patrician Verona Vineyard,20,New York,Finger Lakes,Riesling,Single Wheel
US,"This blend of 71% Syrah, 16% Grenache, 8% Zinfandel, 3% Petite Sirah and 2% MourvÌ¬dre stands up to Paso blends three times its price. Broad aromas of plum, olallieberry and dried cherry mix with vanilla, dill and herbes de Provence on the nose. The creamy palate conveys boysenberry and blackberry seasoned by lavender and white pepper.",9,20,California,Central Coast,Red Blend,Troublemaker by Austin Hope
US,"A soft, chewy and smoky vineyard-designate, this wine is defined by a depth and breadth of sizable tannin, black plum and chocolate, celebrating ripeness and voluptuous in a glass.",Morisoli Vineyard,75,California,Napa Valley,Cabernet Sauvignon,V. Sattui
US,"An expansive, full-bodied and generously rich wine, this features present but integrated oak. Aromas of orange blossom and jasmine rise slowly out of the glass to lighten the experience, polished in bites of green apple and pineapple.",Unfiltered,55,California,Napa Valley,Chardonnay,William Hill Estate
Italy,"Wild cherry, rose, spice and chopped sage aromas come together on this round, savory wine. The juicy palate offers fleshy black cherry, raspberry, star anise and a coffee note set in a framework of polished tannins. Drink through 2018.",Riserva,22,Tuscany,Chianti Classico,Sangiovese,Luiano
Spain,"Black fruits, fine herbs and horsehide carry the aromas of this offering. In the mouth, this is firm and well built, with integrated tannins. Savory flavors of soy sauce and roast plum share space with bolder, riper cherry notes, while a warm, earthy finish tastes of roasted plum and berry. Drink through 2021.",Valcortes Crianza,30,Northern Spain,Rioja,Tempranillo,Maset del LleÌ?
Italy,"Mostly Sangiovese with 5% Colorino and made by refermenting with partially dried grapes, this wine offers aromas of dried plum, clove, scorched earth and a balsamic note. The concentrated palate offers dried black cherry, raisin, licorice and a note of ground pepper that lead to a firm finish.",Riserva,30,Tuscany,Vino Nobile di Montepulciano,Red Blend,Salcheto
Italy,"Pressed violet, perfumed berry and a hint of baking spice aromas unfold on this sleek, savory red. The medium-bodied palate delivers ripe black cherry, crushed raspberry, cinnamon, clove and star anise alongside firm, polished tannins. Drink through 2021.",Il Palei,22,Tuscany,Chianti Classico,Sangiovese,Villa a Sesta
US,"This is made from 92% Cabernet Sauvignon and 8% Pinot Noir, an interesting and fulfilling combination thats robust on the palate. Pinkish-orange in color, it's both tangy and weighty, finishing dry in orange zest.",Rose & Thistle,35,California,Napa Valley,RosÌ©,Adair Bachman
France,"There is a toasty aroma in this wine that comes from a premier cru next door to Chassagne-Montrachet. This toastiness continues into a spicy, toasty note. A good sense of fruitiness gives the wine a ripe and rich character that will allow it to mature well. Drink from 2017.",Pitangerets Premier Cru,43,Burgundy,Saint-Aubin,Chardonnay,Au Pied du Mont Chauve
US,"From the cool plains of the Petaluma Gap, this wine shines in violet and blueberry crumble aromas. Light bodied, it reveals deeper, darker pepper steak-like flavors as it opens, finishing on an elegant aftertaste of clove.",Flocchini Vineyard Petaluma Gap,32,California,Sonoma Coast,Syrah,Waxwing
France,This premium cuvÌ©e from EugÌ©nie is packed both with superripe fruit and layers of wood aging flavors. The fruit of this impressive wine is still pushing through the dark tannins that give a dry dusty edge to the wine. It is powerful and rich and should age. Drink from 2020.,Haute Collection,40,Southwest France,Cahors,Malbec,ChÌ¢teau EugÌ©nie
France,"Vines up to 50-years-old are the basis of this rich and tannic wine. While it does have some age, it still has a way to go. Big bold tannins show strongly along with ripe black-plum skins. The wood aging has given this wine a smooth elegant edge that contrasts with the still young fruitiness. Drink from 2021.",Vieilles Vignes,20,Southwest France,Madiran,Tannat-Cabernet,ChÌ¢teau Peyros
US,"Rich red cherry, rhubarb and alpine strawberry aromas meet rust and shaved licorice on the nose of this beautiful bottling from the Parker family's cool-climate vineyard. It's deceptively light on the palate, with airy flavors that intensify to exotic cherry, mulberry, tea leaf and maduro cigar, framed by firm, structured tannins. Drink 2020‰ÛÒ2024.",Parker West,55,California,Sta. Rita Hills,Pinot Noir,Fess Parker
US,"This wine comes from one of the producer's oldest blocks in Carneros, where grapes retain vibrant acidity. Reduced on the nose, it opens up into a mix of fennel, preserved lemon and almond aromas that follow through on the steely palate with grace.",Paris Tasting Commemorative Estate Grown,94,California,Napa Valley,Chardonnay,Grgich Hills
US,"From a new, small producer, this vibrantly peppery wine captures the power and grace the variety is capable of when grown on the far reaches of the coast. That peppery quality follows through on the palate, buoyed by juicy acidity and smoothly layered blackberry, tobacco and tea flavors. Exquisitely made and worth seeking out.",Seven Pillars,40,California,Fort Ross-Seaview,Syrah,Hard Six Cellars
US,"The biggest production and lowest priced of all the winery's vineyard designates, this is sexy, substantial and one of the best offerings from any winery sourcing fruit from this exceptional vineyard. A riot of berries, plums and Asian spices fills the mouth‰ÛÓwell-integrated, layered and detailed right on through the extended finish. A light dusting of cocoa powder lingers and invites the next sip.",Freedom Hill Vineyard,37,Oregon,Willamette Valley,Pinot Noir,Patricia Green Cellars
US,"Vinified by the former Margerum winemaker (who now works for Morgan Winery), this bottling from one of the appellation's most exciting vineyards is chock-full of baked red cherry, vanilla, clove and gravel aromas. Though light and bright in body, the palate packs intriguing flavors, from raspberry and rose petal to dried fennel and dill.",Radian Vineyard,44,California,Sta. Rita Hills,Pinot Noir,Samuel Louis Smith
US,"From dry-farmed estate vines, this savory, classically styled red offers nuances of cedar, dried herb and peppercorn. It's aromatically reminiscent of the forest that surrounds the estate, delivering a balanced landscape of subtle, elegant flavor and length.",Estate Bottled,50,California,Spring Mountain District,Cabernet Sauvignon,Smith-Madrone
US,"This wine offers aromas of herb, tobacco, barrel spice and plum. The palate brings plush rich textured plum flavors, showing a beautiful sense of purity along with a crazy-long finish. It's a shamelessly delicious but still impeccably balanced wine that is nearly impossible to put down.",Stone Tree,32,Washington,Wahluke Slope,Malbec,Waters
Argentina,"Ripe but subtle aromas of aged balsamic vinegar, blackberry, baked plum and vanilla are alluring and feed into a flush layered palate. Spicy black plum and berry flavors are just rustic and toasty enough, while this blend of 85% Cabernet Sauvignon with Cab Franc and Merlot tastes peppery, deep, a touch hot and on the money. Drink from 2018‰ÛÒ2026.",Gala 2,38,Mendoza Province,Mendoza,Cabernet Blend,Luigi Bosca
US,"This blend of 35% Chardonnay, 35% Pinot Blanc and 30% Pinot Gris from La Encantada Vineyard is a stunner, starting with its crystalline brilliance in the glass. Lime blossom, pomelo, baking soda and lanolin aromas lead into a grippy palate of green apple, chalk and wet cement. Extremely tense and compelling.",Fonte,36,California,Sta. Rita Hills,White Blend,Barden
US,"This cuvÌ©e, says winemaker Josh BergstrÌ¦m, is crafted to compete with village Burgundies. Principally Temperance Hill fruit, it more than does the job, with great mouthfeel, and a succulent tangy ripe mix of citrus and stone fruits. There's a lick of caramel apple coming through also, and the wine is bursting with bright flavors across the board.",Old Stones,35,Oregon,Willamette Valley,Chardonnay,BergstrÌ¦m
US,"Actress Challen Cates got interested in wine when her father ran Tantara Winery. She's since hired winemaker Kevin Law to deliver great bottlings like this one. It's redolent with sarsaparilla, red plum, mulberry and cola, and shows deft balance on the palate, combining plum, cherry, licorice and ginger flavors.",Zotovich Vineyard,60,California,Sta. Rita Hills,Pinot Noir,Challen
Spain,"Aromas of roasted earth, leather and fine oak are more out-front than berry fruit, and that's the way it should be for a Gran Reserva. This feels bold, lively and still a touch bumpy. Chocolaty oak and vanilla notes rest comfortably on top of ripe berry and black-plum flavors, while the finish is persistently earthy and chocolaty. Drink through 2028.",Monte Real Gran Reserva,37,Northern Spain,Rioja,Tempranillo,Bodegas Riojanas
Spain,A ripe fruity set of berry and cassis aromas shows a slight hint of raisin. This is a stacked saturated wine with raw tannins and plenty of power. Blackberry and earthy notes finish stout and compact: this doesn't vary or waver on the back end. Best from 2019‰ÛÒ2026.,Imperial Reserva,44,Northern Spain,Rioja,Tempranillo Blend,CVNE
Spain,"A more intense version of Carraovejas's Reserva from 2012, this also includes more than 20% Cabernet Sauvignon and Merlot. Thus it's spicy and prickly on the nose, with road tar and peppery notes in addition to potent berry fruit. A rich saturated rumbling palate deals coffee, toast, blackberry and herbal flavors that are much like the Reserva but more amplified. A charred finish has a lemony ring to it. Drink from 2020 through 2030.",El AnejÌ?n,136,Northern Spain,Ribera del Duero,Red Blend,Pago de Carraovejas
France,"Dominated by the local MourvÌ¬dre grapes, this is a ripe and complex wine. Its acidity is integrated with rich yellow fruits, spice and perfume. The wine is floral, poised and very stylish. Drink from late 2017.",ChÌ¢teau Romassan,52,Provence,Bandol,RosÌ©,Domaines Ott
US,"Savory in aroma, richly fruity and accented with butter and vanilla, this wine has a complete package of flavors and an expert balance to accompany its creamy viscosity. It combines lightly toasty, earthy notes with generous pear and citrus flavors in a way that's unusual and compelling. Best after 2020.",Savoy Vineyard,48,California,Anderson Valley,Chardonnay,FEL
US,"From the vineyard planted by the Pisoni and Franscioni families, this wine delivers bright raspberry and strawberry aromas with sweet star anise spice. The medium-bodied palate is lively and boisterous, with ripe cranberry, tangy red plum skin and sour cherry flavors, accented with a helping of dried herbs.",Soberanes Vineyard,65,California,Santa Lucia Highlands,Pinot Noir,Testarossa
US,"Firm and focused, this lightly spiced effort supports its tart cherry fruit with ample acidity. Hints of toasted coconut build in the finish. A few more years of bottle age should bring further integration.",Nuthouse Lone Star Vineyard,50,Oregon,Eola-Amity Hills,Pinot Noir,Argyle
US,"A striking shade of amber/orange, this soft and fruity wine is open and loose knit, with broad flavors of mature, slightly oxidized tree fruits, plus lightly spicy notes of cinnamon and baking spices. It's very well made, but well apart from any standard approach.",Wirtz Vineyard,32,Oregon,Willamette Valley,Pinot Gris,Big Table Farm
US,"Root beer, cola nut, black cherry, black raspberry and anise seed combine for an exciting nose on this bottling from a winery near Morgan Hill. The mouthfeel is full, with graphite and lively fennel-bulb spice mixing with blackberry fruit and an earthy elegance on the pleasing palate.",Murphy's Choice,50,California,Santa Cruz Mountains,Pinot Noir,Clos LaChance
France,"Situated in the center of the premier crus of Puligny, Champgains produces an elegant, textured wine. This bottling, with the warmth of 2013 behind it, is fragrant with white fruits and has a soft aftertaste. It needs to age to bring it out its more complex character, so wait until 2018.",Les Champgains Premier Cru,141,Burgundy,Puligny-Montrachet,Chardonnay,Jean-Luc and Paul Aegerter
US,"A minuscule amount of this wine is made, coming from 45-year-old vines. Ripe, dense and dusty red and black berries combine against soft, approachable layers of integrated tannin and oak, finishing with leather and cigar.",The Hidden One Exceptional Selection,100,California,St. Helena,Cabernet Sauvignon,Leto
Italy,"Aromas of pressed rose, dried berry, leather, chopped herb, cinnamon and a balsamic note emerge in the glass. The subtle palate delivers dried black cherry, black raspberry, licorice and a hint of tobacco alongside firm, ripe tannins. Enjoy sooner rather than later to capture the remaining fruit richness.",Rocche Rivera,102,Piedmont,Barolo,Nebbiolo,Luigi Oddero & Figli
Italy,"Aromas of mature black plum, espresso, wild rose and spice emerge on this full-bodied red. The firm palate offers dried black cherry, menthol, mint, white pepper, well-integrated oak and licorice alongside fine-grained tannins.",Serragrilli,80,Piedmont,Barbaresco,Nebbiolo,Marchesi di Barolo
Italy,"Pressed rose petal, red berry, chopped herb and a whiff of exotic spice come together on this elegantly structured red. The medium-bodied palate offers juicy wild cherry, crushed raspberry, ground pepper and anise alongside firm, polished tannins. Drink 2017‰ÛÒ2023.",TreasurÌÂ,35,Piedmont,Barolo,Nebbiolo,Mauro Sebaste
Italy,"The nose is initially rather closed but eventually reveals dark berry, blue flower and brown baking spice. The ripe palate offers mature black cherry, coffee, cocoa, star anise and chopped sage alongside tightly packed tannins. Give this another two or three years to let the tannins unfurl, then enjoy.",Arborina,55,Piedmont,Barolo,Nebbiolo,Mauro Veglio
Italy,"Rose, red berry, baked earth, forest floor and grilled herb aromas lead the nose while the firm palate offers dried black cherry, cake spice and anise. Firm, fine-grained tannins provide the backbone. Drink 2018‰ÛÒ2026.",Borzoni,50,Piedmont,Barolo,Nebbiolo,Montaribaldi
US,"Although this wine is listed as a white blend, the producer says the variety is Vernaccia, not found often in California. Light in alcohol and approach, it opens in a bouquet of waxy apple and Meyer lemon, followed by a medium-powered palate of pear. The finish is crisp and lean.",Santo Giordano Vineyard Belle Torrette,26,California,Carneros,White Blend,Paro
France,"This pale-colored rosÌ© is made from Chardonnay with the addition of Pinot Noir still wine to give the color. It is fresh and crisp, offering a lively mousse with attractive flavors of raspberry and fresh red currants. With its refreshing acidity, it is ready to drink.",RosÌ© des Blancs Brut Premier Cru,65,Champagne,Champagne,Champagne Blend,Pierre Gimonnet et Fils
Italy,"Aromas of dark berry, tilled soil, underbrush and espresso lead the nose while the taut palate offers sour cherry, sage, white pepper and star anise. It's still tightly wound and nervous, with bracing tannins. Drink 2019‰ÛÒ2029.",Monvigliero,70,Piedmont,Barolo,Nebbiolo,Pietro Rinaldi
US,"Dark plum and milk chocolate are the stars of this chalky, soft wine, almost entirely varietal, with a splash of Petit Verdot. Integrated oak helps make it approachable and fruit-forward, while the finish is subtle in fireplace smoke.",Estate Collection,50,California,Napa Valley,Cabernet Sauvignon,Raymond
US,"The regular bottling from the estate vineyard takes the spotlight in 2013, with a lightness and delicacy that in no way means it is simple or insubstantial. There's much to admire, from the silky cherry fruit to the dusty traces of sandalwood, saffron and butter brickle.",Wits' End Vineyard,60,Oregon,Chehalem Mountains,Pinot Noir,Roco
US,"All Pinot Noir, fermented in neutral oak and put through partial malolactic, this belongs in the rosÌ© category. A pretty, pale-copper color, it offers a pleasing toasted-cracker frame around stone fruit and supple acids. Drink this chilled to white wine temperature.",Cancilla Vineyard Blanc de Noir,20,Oregon,Willamette Valley,Pinot Noir,Swick
US,"This blend of 71% Roussanne, 21% Grenache Blanc and 8% Picpoul Blanc offers cut Meyer lemon, tangerine and pink-grapefruit aromas on the nose, along with the promise of a creamy palate. Instead, the palate is quite tight and restrained, starting tart but opening toward lemon rinds and pear flesh, and wiping up clean on the finish.",Esprit Blanc de Tablas,45,California,Paso Robles,RhÌ«ne-style White Blend,Tablas Creek
France,"Still young, the wine is very mineral, smoky and tight, with considerable structure and concentration. The apple and citrus fruits are attractive, although almost a sideshow compared with the texture of the wine. Drink from 2017.",Wineck-Schlossberg Grand Cru,34,Alsace,Alsace,Riesling,Jean-Marc Bernhard
US,"Creamy and lush, this offers currents of tropical coconut complemented by floral gardenia and pear. Made in a fuller style than some of the winery's other vineyard-specific wines, the generosity of fruit is expertly offset by searingly pleasant acidity, sustaining it sip after sip.",Quail Hill Vineyard Old Wente,55,California,Russian River Valley,Chardonnay,Lynmar
US,"Pineapple, candied apple and a touch of guava jelly on toast achieve great aromatic balance on a rare Rancho Santa Rosa Chardonnay. The flavors are lush, not racy, and evolve in a mellow fashion, from apple to nectarine and then papaya.",Rancho Santa Rosa,34,California,Sta. Rita Hills,Chardonnay,Transcendence
France,"Soft and rich, this warm, rounded wine has concentrated fruitiness along with a more tense mineral structure. Its pink grapefruit, ripe melon and zesty lemon flavors combine to give a wine that is only just setting out. Drink from 2018.",Praelatenberg Grand Cru,25,Alsace,Alsace,Riesling,Domaine Allimant-Laugner
France,"A truly aromatic Riesling that has a wonderful series of fruit and spice perfumes. It's ripe and full in the mouth, offering a strongly mineral edge as well as rich apple and citrus. Textured and still very tangy, the complex wine needs to age, so drink from 2017.",Eichberg Grand Cru,30,Alsace,Alsace,Riesling,Domaine Charles Baur
France,"Fronholz is from a single vineyard, a heady, perfumed wine with ripe, smooth undertones. While there is plenty of acidity, it's the opulent, ripe texture that comes right up front. A light touch of honey and melon roundness give a creamy aftertaste. Drink now, but better from 2017.",Fronholz,47,Alsace,Alsace,Riesling,Domaine Ostertag
France,"This is still young, a tight wine with nervy acidity and very fresh fruitiness. A strongly mineral character from the chalk soil adds to the sense of dry, steeliness. It still needs to age, so drink from 2017.",Engelberg Grand Cru,49,Alsace,Alsace,Riesling,Domaine Pfister
France,"This is the second wine of ChÌ¢teau LabÌ©gorce. It has much of the elegance of the top wine with firm tannins and generous fruits kept in stylish proportion. Black currant and berry fruits lie under the dark, dry exterior. The wine is dense, needing several years' aging. Drink from 2018.",ZÌ©dÌ© de LabÌ©gorce,40,Bordeaux,Margaux,Bordeaux-style Red Blend,ChÌ¢teau LabÌ©gorce Margaux
Italy,"This single-vineyard offering opens with aromas of blue flower, tilled soil, ripe berry, balsamic notes and a hint of leather. The palate is still young and needs time to develop fully but already delivers layers of dark cherry, licorice, grilled herb and black pepper alongside brooding tannins. Drink 2016‰ÛÒ2026.",Basarin,34,Piedmont,Barbaresco,Nebbiolo,Adriano Marco & Vittorio
Italy,"Lovely fragrances suggest wild berry, red flower, moist earth and sweet baking spices. The palate delivers juicy black cherry layered with notes of white pepper, cinnamon and licorice supported by a tight framework of youthfully feisty tannins that need time to tame. Drink 2016‰ÛÒ2024.",Ronchi,55,Piedmont,Barbaresco,Nebbiolo,Albino Rocca
US,"Made from 100% Syrah and aged in half new French oak, this brawny Syrah hails from a vineyard known for its mix of power and finesse. Sanguine and smoky, the fruit leans toward blueberry and the texture to leather, a streak of graphite in the background. Tannins are firm and sizable, with a balanced finish.",Stagecoach Vineyard,60,California,Napa Valley,Syrah,B Cellars
US,"This is woody, silky, and balanced between tones of tobacco leaf and herb and a swath of dark leather. It's high-toned and elegant, showcasing the softer side of Cabernet from a cool vintage, with a lengthy, memorable finish.",Limited Release X Clones Estate Bottled,100,California,Napa Valley,Cabernet Sauvignon,Charles Krug
US,"Just under 16% alcohol, this nonetheless displays lush and pure flavors of blueberry and black cherry, dusted with cinnamon and sandalwood. The concentration is exceptional.",Ciel du Cheval Vineyard,39,Washington,Red Mountain,Cabernet Franc,CÌ«tes de Ciel
US,"This Cabernet-based blend offers lovely black cherry flavors and scents of violet, with a hint of licorice and substantial, ripe tannins on the palate. It can age for at least another 6‰ÛÒ8 years, though it's drinking quite nicely already.",Estate Bottled Reserve,42,Washington,Red Mountain,Bordeaux-style Red Blend,Kiona
US,"Blueberry, dried lilac, crushed violet and black pepper form a classic nose on this Merlot-led Bordeaux blend from Paso Robles' celebrated Westside. The well-integrated, complex palate features fruit, herbs, spice and tar, as if each one plays back-to-back solos.",Zenith Estate CuvÌ©e,65,California,Paso Robles,Bordeaux-style Red Blend,Midnight
US,"A 100% Cabernet Sauvignon made in small amounts from multiple vineyards, including Beckstoffer Missouri Hopper in Oakville and the Somerston Vineyard on the eastern edges of the Napa Valley. Rich and concentrated in black plum and berry, this is a supple wine that's highlighted by a seasoning of dusty tannins and coconut shavings. The finish is awash in chocolate and cinnamon.",Small Block Reserve,100,California,Napa Valley,Cabernet Sauvignon,Hess Collection
US,"With no new oak, La SereinitÌ© is indeed serene, textured and round with vibrant acidity. The aromatics do the talking first, inviting one in with nuanced white peach, orange blossom and lime before the palate develops over time into richer, fuller flavors of crÌ¬me brÌÈlÌ©e. Throughout, the wine is balanced and expressive.",La SereinitÌ©,70,California,Russian River Valley,Chardonnay,Lynmar
Italy,"From one of the most celebrated vineyards in Barbaresco, this structured wine offers aromas of mature black fruit accented with whiffs of balsamic herbs and new leather. The palate delivers crushed black cherry and rasberry layered with notes of black pepper, licorice and menthol alongside assertive tannins. It needs time to unfold and develop. Drink 2016‰ÛÒ2026.",Albesani Santo Stefano,65,Piedmont,Barbaresco,Nebbiolo,Castello di Neive
France,"Like the hyperexpensive CuvÌ©e ÌÊ Tempo, Pegau's 2015 CuvÌ©e ReservÌ©e has a slightly bitter edge to the finish. Otherwise, it shows subtle pineapple, anise and white gumdrop notes and medium body.",CuvÌ©e RÌ©servÌ©e,63,RhÌ«ne Valley,ChÌ¢teauneuf-du-Pape,RhÌ«ne-style White Blend,Domaine du Pegau
